id,price
0,1386.5308559978973
1,6753.870880137085
2,1697.169905530353
3,3788.8519293418544
4,1758.4897309511928
5,10554.832299902457
6,747.9259750049135
7,987.9234211801014
8,661.2162586248241
9,14553.565294926528
10,510.54319118424263
11,960.2890165613233
12,1211.8873704266036
13,1725.404449957956
14,1536.1460550602733
15,3340.069561343587
16,1330.0728978368231
17,1115.569900097341
18,3032.513112219827
19,1788.7796067486759
20,5370.094537552209
21,6171.472502765385
22,3231.354885487862
23,15830.022223435533
24,822.7983244582075
25,5117.513730884771
26,1534.2393800915472
27,9929.806327424603
28,598.6455967302107
29,810.0660718371608
30,7141.140693255078
31,750.685258050565
32,577.3560451005034
33,940.0441273993437
34,1777.4998072713843
35,15602.2241600484
36,1094.261969462769
37,597.7412971283542
38,914.106531816969
39,1933.2059111690328
40,3502.331622887618
41,6022.5917298219
42,6954.846949335187
43,2491.914036881081
44,8110.526346505846
45,6239.756246533388
46,5746.526606821651
47,2573.382807201777
48,3035.536924635966
49,4574.818194256292
50,689.555499104058
51,4921.356094173898
52,810.0660718371608
53,11094.268772969634
54,701.2886050855899
55,7839.3648978690635
56,493.7870941779842
57,612.1530359664378
58,864.7501953190526
59,2367.477723214335
60,888.2347175253774
61,1081.096478272215
62,648.1136758252943
63,4908.547506450608
64,3228.625460763104
65,829.9305661684109
66,710.8784051943562
67,816.199492361139
68,729.9121615836135
69,617.0163396807284
70,1914.3091439987215
71,10659.367106486592
72,625.5154652968
73,1463.8140556497967
74,3465.417163038184
75,1629.077514299183
76,803.853951325764
77,10333.109545394638
78,2488.3995856704046
79,2397.8727196829086
80,1180.8393039142302
81,3092.300138954892
82,9147.550752403913
83,678.3129150192198
84,915.1088215737811
85,1027.3278249838472
86,2199.3546181570455
87,1252.430589009266
88,2740.764362167805
89,6499.324942836412
90,1297.6086087239364
91,1689.1310254711836
92,1020.6142588209073
93,5611.93754439416
94,1159.6364095158624
95,647.5765332220234
96,692.7973809069033
97,10369.49925670381
98,775.0525120334634
99,6026.149182256018
100,6307.331773788227
101,9671.01630538231
102,4644.648649932963
103,16125.587447517208
104,14255.453830732256
105,572.3887116878017
106,605.352808711821
107,640.3835397248134
108,5291.7063467744765
109,2110.2393925980714
110,4142.1472411601235
111,6055.75978224757
112,3938.4590257513346
113,803.9804565343896
114,8112.7789535229385
115,1800.557057132861
116,1468.5424489725722
117,1060.0222813443643
118,1244.6674177578955
119,2115.5945877169056
120,1915.5588770578152
121,2038.3200033945682
122,16160.442232930345
123,13055.706048361993
124,8813.49155599956
125,993.4467890521306
126,819.4560417293862
127,946.6219099912115
128,3346.6503408266685
129,704.609227261188
130,4240.903860930136
131,2417.593819668785
132,10653.224125257646
133,773.1920736118461
134,2360.7550633120773
135,915.8415259946718
136,8481.105584882022
137,16133.30489077669
138,1240.4225758188861
139,4477.36119187408
140,2430.260950119337
141,4010.3076054683115
142,1801.0018788709722
143,10862.775750024726
144,3544.1507644052112
145,1329.097832888353
146,939.6132320665661
147,2001.770155181758
148,2151.914605105845
149,1886.7084909077983
150,6296.844259849263
151,4349.437141024184
152,2528.5893413692047
153,1395.6015103603522
154,1133.944655343332
155,728.310443257868
156,1753.2790730967756
157,1692.0167891205958
158,1145.9461881096263
159,2327.1381642824913
160,1838.2478113956608
161,2665.330763487552
162,1649.7520916618944
163,844.5988205602021
164,726.1532634661845
165,4565.9839000688635
166,615.6492682934145
167,1317.6354449477083
168,17436.222716604716
169,2820.2702345434755
170,3421.5067794604756
171,1352.326224477814
172,672.285601626943
173,2137.269899171943
174,8397.590188454757
175,4066.5314783794715
176,4016.9762751179005
177,4697.417953645376
178,4955.616903137953
179,1282.734875862681
180,14047.592979154259
181,650.360971554778
182,10310.880974358166
183,1608.7759158089204
184,1162.0637048849746
185,6812.43232300428
186,1015.8956743498076
187,2735.7793874088816
188,2107.0715534944975
189,689.1521088526054
190,4100.8581792713985
191,677.8890855797513
192,2449.272568404691
193,10677.38160300209
194,2447.801074850373
195,1258.1712383928707
196,13039.872256881667
197,769.9534577724457
198,702.726826542486
199,762.5422006999427
200,4480.696110175819
201,2474.7160258287654
202,772.433460982468
203,931.6149529730612
204,5485.835615234161
205,2100.742905627128
206,15809.7096566763
207,13375.121405569746
208,3992.3759883158077
209,759.9777322813545
210,5579.477300252088
211,2163.8273498377407
212,3420.0676149804267
213,2949.2691451608907
214,820.8709205427687
215,5760.509047150205
216,1753.0982041759373
217,700.9752125142112
218,4693.112531294456
219,678.4842930995206
220,1813.8936489578025
221,1753.2790730967756
222,1236.1380533610645
223,15689.472660771014
224,2042.2845310211976
225,1456.2770818190818
226,2986.099665404929
227,4393.708601099212
228,760.0529925318904
229,5896.275088269184
230,8130.622893270941
231,3274.18708578897
232,872.3164534265709
233,645.313653324629
234,1384.437952784713
235,1619.856478993797
236,2305.631364874472
237,804.8197511395633
238,593.9378795587648
239,9251.167890651643
240,1195.5740812637762
241,4328.006201754678
242,8690.881274388237
243,8798.877529512707
244,954.7477836026254
245,2672.5934438946642
246,14966.603257549217
247,4347.163675216983
248,444.7906103726359
249,997.5291563458017
250,2433.929580643462
251,712.1811905737003
252,937.9475595287406
253,2975.4963519670387
254,14745.296096574388
255,9272.058504969113
256,15064.187074755499
257,757.7997082653634
258,6618.284404622121
259,499.1667261894789
260,712.5379862673225
261,8700.619842102627
262,10343.005040437105
263,2119.603403910033
264,894.6554262882219
265,2069.686676062267
266,861.6306997205044
267,612.2136009987529
268,1065.0008719262592
269,3380.816695838766
270,1659.248905689561
271,2199.123669780408
272,3852.0370175318344
273,4333.300861202475
274,1000.7728119558989
275,639.2205751468612
276,1040.2029945430077
277,699.5249817440526
278,3508.587751359311
279,4682.287568251829
280,1013.1114581663262
281,650.6558118385998
282,2466.571524863063
283,940.9179221756266
284,686.2570195811171
285,15896.959064819403
286,614.0560907310404
287,9584.061510304404
288,14561.30791011339
289,802.7224486249777
290,668.3690259506102
291,1062.5393657008638
292,1058.7150739017939
293,2595.8318601207716
294,5272.887921621077
295,1105.8668954629486
296,7379.686403603978
297,3845.844207738364
298,3137.301660036086
299,1760.356396282997
300,1129.3904779846594
301,641.7639228967821
302,704.7654542745045
303,3064.2649662074728
304,4533.966151592588
305,14869.997789466774
306,4447.7140838903115
307,4447.726794688504
308,929.9170091880038
309,5970.047583915826
310,1207.6722353048526
311,638.1596105608234
312,3477.932419792888
313,2581.9360432405847
314,4256.754476133876
315,2167.2087945494573
316,6513.8338093224465
317,16941.98028758906
318,15102.071762359588
319,1051.19346899768
320,12779.620719990175
321,6779.5261937106125
322,10433.393398874865
323,839.2333099886047
324,665.6151996291478
325,17120.32230186218
326,959.6094908462612
327,1139.197026029339
328,2683.744950789356
329,871.9464131502717
330,2421.650763279432
331,1525.651228508999
332,827.4057491557071
333,764.8261668649659
334,2511.9247778689173
