id,price
0,1282.4
1,6482.6
2,1644.4
3,3896.6
4,1662.0
5,7943.2
6,739.4
7,983.0666666666666
8,728.8
9,14231.4
10,450.5
11,859.55
12,1146.65
13,1765.3
14,1675.7
15,3344.9
16,1370.75
17,1007.0
18,2917.4
19,1741.2
20,5445.8
21,6257.6
22,3073.8
23,15264.1
24,705.2
25,5486.2
26,1362.1
27,11068.7
28,481.3
29,761.4
30,7254.633333333333
31,635.7
32,595.7
33,858.0
34,1890.5
35,15690.1
36,1008.3
37,559.95
38,1032.9
39,1786.1
40,3553.3
41,5792.8
42,6383.9
43,2435.8
44,8077.7
45,5832.7
46,5541.8
47,2449.1
48,2808.1
49,4246.2
50,675.6
51,5225.6
52,878.3
53,10917.7
54,853.28
55,7970.2
56,446.45
57,635.0666666666667
58,795.4
59,2374.55
60,786.7
61,991.4
62,393.6
63,4956.75
64,3227.5666666666666
65,1022.8
66,522.9
67,749.3
68,814.1
69,601.4333333333334
70,1875.9
71,11448.685714285715
72,829.4
73,1547.1
74,3460.8
75,1744.0
76,940.8666666666668
77,10060.8
78,2840.6
79,2397.6
80,925.6
81,2822.6
82,8721.9
83,577.1
84,832.1
85,1051.7
86,2201.8
87,1170.4
88,2871.1
89,6572.7666666666655
90,1316.0
91,1678.7
92,801.6
93,5675.5
94,1215.8666666666666
95,457.7
96,745.25
97,10479.7
98,631.8
99,5841.0
100,5974.7
101,9701.5
102,4594.916666666667
103,16371.9
104,14164.7
105,556.4
106,504.38166666666666
107,563.65
108,4924.6
109,2017.975
110,4148.3
111,5764.1
112,4055.8
113,693.3
114,7799.8
115,1681.6
116,1524.3
117,987.0666666666666
118,1217.0333333333333
119,2589.5
120,1766.6
121,2120.2
122,13817.4
123,12512.7
124,8427.7
125,823.0
126,653.4
127,872.3
128,3330.8
129,686.95
130,3877.8666666666663
131,2558.1
132,10662.7
133,811.2466666666667
134,2560.85
135,723.5
136,7930.0
137,14686.0
138,1218.2666666666667
139,4103.8
140,2275.2
141,4528.5
142,1790.3
143,11109.0
144,3554.9
145,1330.9
